database_identifier	chemical_formula	smiles	inchi	metabolite_identification	mass_to_charge	fragmentation	modifications	charge	retention_time	taxid	species	database	database_version	reliability	uri	search_engine	search_engine_score	smallmolecule_abundance_sub	smallmolecule_abundance_stdev_sub	smallmolecule_abundance_std_error_sub	YK.RM.1	YK.RM.2	YK.RM.3	YK.RM.4	YK.RM.5	YK.RM.6	YK.RM.7	YK.RM.15	YK.RM.16	YK.RM.17	YK.RM.18	YK.RM.19	YK.RM.20	YK.RM.21	QC1	QC2	QC3	QC4	QC5
				Levetiracetam	171.1128725				281.2995			BiotreeDB									4915411.083	5777697.284	5194435.656	9308436.074	6082437.154	10546752.58	2885891.232	11249300.82	13787269.73	10179534.92	20272871.09	3065128.227	6806724.593	9228180.703	8755174.534	9170507.837	7588688.424	7909775.656	11208921.54
				Triethanolamine	150.1127597				152.4405			BiotreeDB									28104736.2	23666692.75	24645528.62	15113720.31	43696470.4	13472544.13	17806427.3	10747915.27	14807692.76	8722739.025	18571143.24	8797047.969	9945420.91	47244691.63	33416376.27	31363710.86	29904111.41	28031886.21	28707750.32
				Nitrite	118.0865657				360.8035			BiotreeDB									2506974.641	2129355.819	2783987.364	1530002.676	2659900.426	2550484.069	1171420.788	2275505.932	1099154.704	1101978.658	2407956.795	440987.8864	1551481.566	1452761.298	2271094.626	1929083.018	1857305.378	1618663.068	1834317.746
				"(2-{[3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxy}ethyl)trimethylazanium"	266.1393667				262.355			BiotreeDB									277114.2462	238186.173	115758.3607	365409.4673	649402.6547	794584.7739	148752.2808	407336.5327	331986.7469	217849.5458	286132.5989	62168.19523	369091.2199	154767.0512	448507.0815	404330.4009	230609.9011	281138.226	294950.79
				Calystegin A3	160.0970511				78.63565			BiotreeDB									18938378.23	7477770.259	17551109.67	5686093.201	8088188.947	4939410.655	14184822.32	6258371.303	4977090.674	4304726.223	5028169.337	21017885.24	2962844.713	12376797.8	10529483.88	10813782.99	9272813.988	10147419.65	11583615.46
				Alpha-dimorphecolic acid	279.2316604				34.4958			BiotreeDB									13148364.47	6839512.718	6396421.979	8821598.66	1181988.744	44871329.39	2946164.943	10959009.4	5482792.734	5023304.94	4638770.226	1456451.172	3600008.573	11607432.78	16649336.49	6496019.765	10005444.32	22658222.45	5565417.117
				Leucyl-Hydroxyproline	245.1496357				422.4985			BiotreeDB									15174597.47	8470346.447	19871950.54	5271990.953	10275228.78	9936191.479	5956233.135	6522234.917	2651563.572	5906489.6	4762229.305	2953361.334	4088570.609	4198922.879	11496826.33	10870915.2	9603627.731	10578563.72	9246594.723
				Racemethionine	150.0585912				303.8495			BiotreeDB									26023810.84	16000659.13	21470836.36	23876646.61	25256202.46	37813808.1	3976743.579	10038823.41	6413996.274	6522867.699	7393953.566	1247734.647	9376914.181	11062258.21	25884577.55	15239909.78	15183050.55	15216826.16	15816163.64
				Styrene	105.0703646				188.248			BiotreeDB									11310421.88	9095619.614	10304996.59	13340027.05	11573133.17	11192485.79	5287277.875	3123285.324	2706200.784	2543239.101	3126029.592	1623362.762	2989827.043	2707774.57	7141395.989	7325274.459	6274392.929	6499974.834	6438548.215
				apo-[3-methylcrotonoyl-CoA:carbon-dioxide ligase (ADP-forming)]	174.124176				329.638			BiotreeDB									4915021.761	926815.4646	3114702.944	917043.8359	1856125.528	1453972.343	875118.7106	997335.4087	804411.8207	971663.1898	3446099.008	9741758.363	861012.946	8462704.457	6072301.978	3132623.494	1985996.404	1808098.284	1809950.801
				N-Acetylcadaverine	145.1337984				327.7545			BiotreeDB									14366188.69	894071.5415	663277.2154	331591.8053	569948.4556	1031861.721	1743556.186	0	931248.3327	305617.3528	273107.0978	15905727.95	655888.7774	1896191.485	2121531.504	2456087.527	2161458.14	2290132.29	2139716.426
				Cohibin A	549.4881644				170.79			BiotreeDB									3944816.03	5511063.491	5108126.47	4119821.125	5821265.731	4896031.518	2213115.84	4040804.687	2879615.963	4470427.987	3209001.649	1065232.157	2364313.688	9595410.179	6387752.689	4413615.586	4377266.795	3790079.622	6137364.278
				BOX A	179.0815678				56.78425			BiotreeDB									548942.0714	589064.6619	462108.651	719991.2149	731214.8281	658270.3711	389604.176	1016030.732	505907.815	400719.4847	525033.4244	165102.521	871449.9696	617090.2849	722473.1647	728314.4409	736140.2404	733034.0838	148744.3291
				Norvaline	118.0865173				334.176			BiotreeDB									109347220.4	103511715.6	130848110.3	103835402.4	16975795.42	130160133.8	77821153.37	10833869.94	10983452.42	13922905.69	7008161.792	8244956.273	12022281.08	14722472.88	113084767.7	90310641.03	91265559.72	90383243.36	86657885.86
				Isobornyl propionate	144.1020108				299.316			BiotreeDB									5163887.997	4899200.815	1726473.661	3900454.584	3293868.082	1970958.239	1340733.347	1049758.086	3734944.684	1651508.06	4246906.37	4696251.285	1704736.641	3492995.615	4615485.336	3939747.923	3708363.739	3926900.302	3949659.918
				Pregabalin	160.1335626				401.4845			BiotreeDB									55394982.71	28746121.96	32517983.9	98729898.27	15584785.99	29069190.54	3145136.13	32345243.53	3177056.657	9253701.32	25678636.25	26994016.89	32531586.61	29237007.97	44229979.36	42047077.96	39472643.73	41031507.35	39903539.53
				Cohibin C	577.5204445				59.2964			BiotreeDB									28543710.01	9584898.657	33047513.33	6817022.641	19841594.96	10132383.85	8309955.501	2826324.337	2287054.374	1768017.467	5006689.015	1579125.551	4390850.17	2862024.931	8916249.201	8649618.155	7582138.183	7750273.226	7988629.898
				5-Aminopentanoic acid	118.0865587				401.7765			BiotreeDB									2308540.343	1196938.008	1248283.54	1367388.516	1855242.389	1167245.268	154578.6377	24391829.5	16314588.13	33796211.27	18529260.2	4091448.638	10070836.83	12265616.19	8832902.329	7037117.281	6136921.105	6262295.336	6242171.075
				"1,2-Dihydro-1,1,6-trimethylnaphthalene"	173.1327748				32.8366			BiotreeDB									5306353.769	1470942.523	2679277.965	2016933.122	3833436.238	1625467.381	1396034.645	719886.1235	666495.6842	502163.288	1003490.271	488088.7084	678265.8833	659053.5023	2306898.356	2666131.549	4461105.364	4097649.242	4243978.84
				Benzocaine	166.0867207				278.431			BiotreeDB									6421285.277	48234991.6	10797038.63	9963220.249	15650496.95	13268213.16	5984760.214	7716673.642	7019532.552	7341479.244	9678816.785	2083843.451	6355613.102	8908585.408	17979178.26	13389771.81	12479447.8	11740174.25	11680011.93
				Montecristin	575.5032204				169.006			BiotreeDB									7080220.941	7805583.679	7423629.903	5522896.161	9717787.11	8785589.55	2905887.389	9268704.262	7074229.727	6991217.171	8535177.025	1918364.035	8660113.406	6917756.101	7130147.312	6311693.572	6404677.795	6437997.226	6472684.705
				Pyridoxamine	169.0973501				325.864			BiotreeDB									11605740.14	6615586.755	10315414.18	9986042.061	14287515.21	3552922.798	1075551.739	2963521.196	4228106.875	8776617.828	5201888.011	1665420.455	631179.1217	8648780.533	11095800.56	10121939.25	10198457.58	4388972.409	9475018.188
				Ethyl trans-p-methoxycinnamate	291.1956436				57.3737			BiotreeDB									630482.7523	499870.3921	914038.3635	498088.3923	708037.4126	986300.8466	227445.7688	768353.3547	985642.9976	491426.6911	898508.0854	346583.639	914278.98	905296.8686	2249871.864	958754.4634	892596.861	809715.0779	813840.6644
				Gabapentin	172.1334307				37.0881			BiotreeDB									58174873.09	151858741.1	237567282.6	115685381.2	93675733.34	80862448.68	74017262.63	211535881.8	122212391.1	147978532	150619592	27667280.53	126527047.5	138298912.2	123717373.5	120658430.3	120392854.5	115058084.2	118078539.7
				2-Ethylacrylic acid	101.0601142				401.779			BiotreeDB									1862252.17	834845.154	618913.7676	1097478.83	1026849.699	2178105.213	400831.1339	1433082.743	2098156.543	858686.2223	2369272.772	903770.5599	1438018.084	2122978.107	3940435.491	1677248.291	1533559.44	1462065.891	1485822.603
				L-Glutamic acid	148.0605548				412.0115			BiotreeDB									17157204.08	22632807.97	57371110.04	30924798.04	29540430.53	35939291.88	18824352.79	39347072.19	7785353.334	15400630.59	8017908.156	2708839.622	8762613.289	19813424.3	43056447.7	34875894.69	35529511.26	35650139.79	34221951.59
				N-Acetylleucine	174.1127851				320.91			BiotreeDB									6250316.869	2768406.156	3727506.732	2699286.147	2847237.955	7605365.672	1279163.101	3047428.103	1432538.828	1580934.319	1835529.641	1225190.833	1394213.846	2429221.613	29463168.11	27882711.31	26340829.15	26595184.96	26479907.14
				4-Methoxybenzyl propanoate	195.1010459				401.067			BiotreeDB									229666.2473	294637.3573	96435.09202	198746.5138	143730.9607	279723.4418	0	593988.9299	119190.3953	143533.1892	327737.2529	0	140321.1419	61512.73892	81428.21917	109623.2723	84717.89083	129106.4549	163365.8005
				N-Acetylputrescine	131.1183175				353.2495			BiotreeDB									7389640.306	10456516.24	6174625.762	4154361.93	5344317.379	6588456.388	2070980.537	1301010.217	951307.3587	850930.724	1052803.289	461292.3975	872929.7368	648396.0506	2767600.659	3148806.736	2713608.277	3063156.372	3205282.902
				9-HOTE	295.2266569				75.03145			BiotreeDB									13172352.37	5830701.44	12238251.1	5876920.179	9109647.354	6968810.777	6538503.353	2619148.52	3249373.417	1967749.352	4552285.813	2876780.016	3357673.225	14342928.91	5797485.526	5363530.77	5940078.75	5211579.045	6124770.948
				N-Acetylglutamine	189.087236				400.901			BiotreeDB									7708810.029	7078862.756	14650112.22	10161503.15	9021705.634	8854386.965	3916680.372	14830521.91	9366895.714	6567113.501	15652991.86	7077213.751	6419832.748	8216254.439	17021559.03	14779924.89	13678616.5	13521291.45	13857597.37
				Imidazole-4-acetaldehyde	111.0556341				61.8989			BiotreeDB									102146191.4	78663521.9	192528314.4	75295023.93	57564764.74	62354533.28	125925176.4	6451458.76	3790207.056	5879871.303	5289544.31	7163674.483	3636359.673	42891614.29	164120051.4	138744802.3	148114448.8	141434714.1	147249758.8
				(±)-(Z)-2-(5-Tetradecenyl)cyclobutanone	265.2527179				32.7474			BiotreeDB									1397482.306	801906.5905	897903.0586	999035.703	1320310.673	923671.7529	109713.8164	5941610.878	1420576.137	2714717.19	4656111.199	761520.4606	1757748.886	2441949.535	2958776.537	1542829.765	1468237.108	1480266.081	1371269.165
				12-Keto-tetrahydro-leukotriene B4	339.2527109				90.2219			BiotreeDB									4991812.62	1105795.015	572235.0299	3833100.549	834576.6245	1591435.997	679232.8137	592976.2757	406435.4768	386814.2395	580935.8297	978135.4516	628205.7908	302308.9026	1833542.565	1343279.909	1050003.794	947780.2408	1220320.779
				3-Methylguanine	166.0724004				165.561			BiotreeDB									4578876.268	8881566.286	19701714.5	5340057.505	5725492.81	12641395.3	6420519.472	3376825.151	1738172.592	2879807.227	1275856.268	536212.2866	1059694.873	8143825.457	10786478.28	9361754.504	9758484.634	8945418.458	3588474.955
				"1-(2,3-Dihydro-1H-pyrrolizin-5-yl)-1,4-pentanedione"	206.1175814				271.767			BiotreeDB									167131584.9	207707500.4	117887722.7	168437372.7	288231852	245161586.7	64390313.24	78935848.86	86167147.85	49823721.68	78384486.48	31630927.58	51218790.77	565218914.1	252036791.1	247543217.7	260723612.3	240251403.1	247311374.1
				Calystegine A7	160.0971266				320.3685			BiotreeDB									1085152.981	2962469.426	2353404.468	2770355.081	2671803.483	2782212.003	993244.3349	3561176.95	2781973.227	2977492.922	2355524.581	1584958.652	2568234.162	4669053.613	5823547.297	6366894.293	5479084.643	5589799.532	4958106.672
				N-Acetyldopamine	196.0969962				355.1155			BiotreeDB									21295338.51	15102998.33	21014388.16	8988644.251	29499464.89	10328269.4	9613579.528	5860705.359	8578020.222	4717566.493	11872097.19	4108606.458	6686740.718	17728373.06	19342988.85	17730358.55	17267809.24	19098384.44	16849124.07
				Spinacine	168.077162				238.312			BiotreeDB									832824.4273	1117505.617	645793.5977	561384.8816	1465820.459	931986.7171	417126.6753	1041684.086	686073.3894	472416.6428	704469.6631	73162.77601	671044.8424	468264.7197	1343012.313	875998.5323	745186.9053	788184.8941	794559.668
				5'-Hydroxycotinine	193.0972601				64.55725			BiotreeDB									25621368.76	16643582.15	33290255.63	27352214.39	22287167.22	28223639.76	5699477.38	32241558.76	24745078.24	10700454.25	45776602.73	4759906.137	23018767.85	27234425.98	22392730.63	34085189.04	14954836.78	15902148.01	15696522.78
				Formiminoglutamic acid	175.0718335				413.916			BiotreeDB									5635758.844	3924504.406	6654343.736	15744183.34	8094467.936	6383567.005	2618846.888	2642215.922	2357425.795	2792361.022	2583652.538	2825175.402	2591115.984	2388627.069	4712301.136	4498906.82	3599968.939	4102434.949	3993315.661
				Cibaric acid	325.2009803				97.4355			BiotreeDB									4102641.545	3635813.53	2868739.078	4021174.795	4003062.86	3949454.999	1218846.535	4375780.336	4033502.904	2992356.404	8214893.188	977694.7333	5373635.987	8726682.985	4246211.706	3293637.544	3700492.02	3553617.246	3485446.601
				3-Amino-2-piperidone	115.0870408				408.2525			BiotreeDB									0	305090.3843	512061.9466	328725.319	197504.7097	292818.8483	273599.8163	491675.0959	318067.7313	418952.8796	547699.8033	294015.5518	550412.1724	312175.7495	533577.0315	596672.3725	827557.9967	781415.603	683017.3974
				Phytosphingosine	318.3003962				59.3014			BiotreeDB									29847582.62	36722917.83	19778674.24	29294827.8	52596034.05	43809228.85	10987341.07	13188721.74	14557983.76	8205530.947	12991176.94	5129010.587	8136167.223	104431603.1	45448786.06	44928128.75	47486507.32	42757036.74	43031447.36
				Pyridoxal	168.065765				123.1495			BiotreeDB									372538.849	234238.3105	140916.0895	241241.7944	299484.8731	314257.3314	72246.99509	754291.1877	319675.5785	183219.7149	233519.4883	215767.5062	271738.8884	310886.6001	842436.9727	442318.7558	382463.7998	331939.4526	423716.0154
				Isoleucyl-Hydroxyproline	245.1496395				334.1735			BiotreeDB									37466207.19	21355808.03	28269160.96	36447599.79	44610142.73	12532420.3	15251470.64	10341828.09	17405586.47	7764313.882	21423817.41	10231513.48	9619103.614	22691112.75	28359765.16	30454540.95	30419159.06	30222531.56	26514347.26
				PC(P-18:1(9Z)/15:0)	730.5738				162.943			BiotreeDB									3830137.189	3334116.952	4884532.309	5563521.211	6842011.052	4733831.591	914784.0908	4294993.641	3527652.334	4191569.184	3879908.299	760856.6817	5230653.028	9231370.429	5286522.644	4702904.338	4401688.802	4371022.135	4314304.282
				3-Carbamoyl-2-phenylpropionaldehyde	194.0813014				37.3983			BiotreeDB									5891795.048	4786977.328	5858896.214	4904782.175	3127353.3	3435632.136	5341127.193	4531567.903	5524089.313	5422533.552	5217583.204	6219244.722	4835179.161	2588508.349	5427816.346	4959609.6	5088409.173	4760059.154	5195478.933
				Corchorifatty acid A	309.2062992				50.8606			BiotreeDB									10577629.45	10154327.84	8349990.313	12017254.3	5475684.963	5618558.151	5074452.283	2628593.762	1886671.731	2122729.823	2058522.027	2098655.893	1265845.601	2941434.04	6315734.319	6458519.927	5368738.131	5289522.332	5337201.908
				L-cis-3-Amino-2-pyrrolidinecarboxylic acid	131.0816437				390.2145			BiotreeDB									3769884.65	3215241.263	3430977.112	3673953.096	4555508.311	4491157.281	1365843.562	4512283	3645747.194	3902362.3	4380127.604	994522.0539	6726823.86	5090143.664	5925156.788	3672423.105	3515396.634	3473080.206	3404890.381
				Alanyl-Isoleucine	203.1392923				397.262			BiotreeDB									6125262.243	2960629.498	4441063.825	5458047.74	3212276.019	1363531.982	1288349.603	688293.6978	2617377.038	1186138.635	3366516.257	9167779.231	1895182.103	914456.0253	3082979.4	2815159.643	3240145.491	3141824.303	3574361.704
				2-Aminoheptanedioic acid	176.0918149				129.334			BiotreeDB									5058467.862	4437079.566	7483339.145	5949773.767	4561286.646	7062530.83	2205763.237	7583919.596	6140235.918	7352151.003	11981284.68	1688564.184	5114037.249	22368245.18	8876569.974	7124704.651	6604626.871	13252690.05	6511021.393
				Methoxypyrazine	111.066968				184.561			BiotreeDB									42116313.4	497006.1725	726665.3147	600483.165	771391.9448	841086.4332	769688.7437	428918.8671	1188565.959	3631725.663	2460920.893	55191556.97	3561710.047	4015488.639	14761735.61	6340026.879	6092534.284	5778579.39	6355588.293
				"PC(20:3(5Z,8Z,11Z)/16:0)"	784.5835132				163.796			BiotreeDB									31948309.2	38970907.66	43707934.25	16175484.26	63416553.68	20245228.93	27724561.28	13593187.84	22729693.24	6387846.305	11563914.07	20840168.32	6035822.693	31460763.24	40637208.46	43918971.44	40291464.31	41669618.1	41019617.63
				"PS(16:1(9Z)/18:4(6Z,9Z,12Z,15Z))"	754.468658				169.0055			BiotreeDB									241894.5299	8389111.909	168268.8294	1002290.514	2199432.822	234415.8376	825820.256	2453607.18	3533647.802	1764375.74	3670186.738	691142.6652	1282808.722	1265500.303	3887912.004	2175205.706	2815959.511	2250231.674	2512115.708
				"3alpha,4,5,7alpha-Tetrahydro-5-hydroxy-1H-isoindole-1,3(2H)-dione"	168.0657381				46.8821			BiotreeDB									460538.8848	926241.4792	100212.2888	403043.3644	420081.6864	727770.3049	132411.5141	1216788.675	779952.3428	313894.107	943559.604	213265.3839	1132407.613	725264.5775	1363663.706	761042.8196	669649.44	516061.679	603005.8375
				DL-2-Aminooctanoic acid	160.1335502				227.5575			BiotreeDB									2056792.422	2267165.074	2349435.115	2122096.071	2540006.867	2586845.68	1324154.445	5113588.017	5974394.775	4609061.642	8829855.754	3726759.359	5356735.696	9140604.323	5955725.013	3292102.509	3420507.327	4544332.893	3126710.045
				Cer(d18:0/16:0)	540.5355461				65.0814			BiotreeDB									9723564.936	24037696.88	21309533.46	5292013.383	20880610.14	4914496.561	17896500.48	6630854.409	5695152.693	3880283.907	6367164.658	2657682.901	4464397.217	9135024.118	18049048.9	16453141.4	17370878.75	16723485.25	16652178.93
				Auxin a	329.232265				97.7628			BiotreeDB									22901497.16	16407875.14	21040398.6	10531280.02	26515878.06	60460805.18	12306740.55	9944497.205	10201083.75	10493917.73	10038679.89	10294206.53	10097457.8	9724173.992	18217716.33	14794013.91	13777681.24	13609739.44	13360600.32
				Cytokinin B	226.1078979				393.533			BiotreeDB									189939.7139	324402.9831	164367.8303	610166.4101	741855.3159	338634.2619	284052.8693	330061.4262	299058.6927	163458.8867	356340.354	97633.05517	417029.9387	228397.5507	793725.4205	419670.8974	466912.9691	434346.7026	464620.2831
				Mesalazine	154.0499124				81.6162			BiotreeDB									2877850.421	2395324.746	3700768.951	2407504.141	3395255.78	4102539.139	1231152.565	3315697.704	2093312.522	2817165.654	2247759.965	4285978.745	3519219.564	5936039.3	3559378.899	3380807.957	3038180.401	3086518.246	4204446.842
				Atroviridin	327.086584				175.1665			BiotreeDB									3970893.857	3605283.054	2444739.889	3429383.371	4796225.879	2983856.632	1197987.969	8023340.311	4905041.86	4740954.356	7142766.405	2224497.014	6555844.767	5275571.492	4308327.58	3789444.465	3281321.097	3154460.495	3482177.098
				L-Lysine	147.11307				541.97			BiotreeDB									8669039.003	8600170.278	9590354.082	8863967.395	10122789.09	11426523.99	2552975.718	4531974.071	3913832.797	3352793.084	4688893.332	1579255.308	4809463.727	5111861.333	6409717.463	6390103.926	6597343.17	6298925.889	5636994.917
				Pipericine	336.326087				32.6161			BiotreeDB									41654318.55	4317186.512	24751812.65	1668120.718	11707372.75	3503793.288	5926669.839	1920905.891	1302993.438	1437054.28	2890929.934	440897.2822	2670969.87	1673206.572	4495200.164	5119416.655	4590737.132	4769118.815	4493165.845
				N2-Methylguanine	166.0724281				197.857			BiotreeDB									1871773.834	1534415.93	1379931.139	724702.3067	3165040.871	1056608.964	3394729.477	890610.4614	1076506.327	949132.7246	1169980.96	867235.2603	1130049.066	3734522.267	2348857.713	2436121.099	2335912.453	2230595.814	2242633.138
				5-O-Methylembelin	309.20626				83.97185			BiotreeDB									7546640.008	3325624.604	4150110.872	4271558.395	8711541.305	6004481.009	1246305.706	2510284.635	1842445.367	2056913.543	2816095.42	405391.6575	3094442.087	2832218.954	4709683.407	3113760.517	2879028.657	2962935.966	2958895.558
				Cer(d18:0/14:0)	512.5046418				67.2069			BiotreeDB									24932833.05	16736085.5	16065690.16	10118922.78	13142623.63	5203847.855	11017153.6	11271498.22	17687085.46	8379816.294	13619177.82	3230662.763	10097143.75	38593248.79	25650185.07	23515285.72	24738424.79	23763368.41	24385051.72
				Tromethamine	122.0814223				194.0385			BiotreeDB									305693.7858	253183.3383	495495.7673	114551.8563	2823339.697	420411.3581	108149.1678	57856.88221	98287.80646	212080.9371	179645.4363	147516.8315	548391.7313	349911.4237	1164187.679	395188.7241	376990.3199	442740.3772	380409.986
				Nnal-N-oxide	226.1188877				367.143			BiotreeDB									0	9043051.245	15637662.45	0	14523454.95	0	0	0	0	0	0	0	0	0	1711708.79	3483773.676	24493.6416	3602090.598	5359257.614
				"(Z)-22-Hentriacontene-2,4-dione"	463.4522014				29.14395			BiotreeDB									369965434	86569915.64	299592835.8	188943342.2	174413010.1	155032385.4	361980707.2	119808386.5	71717498.55	264415058	105385186.7	134749526.7	113703325.4	93339722.28	227663153.3	178465116.4	163182563.4	158208340.4	169945152.1
				PE(14:0/16:1(9Z))	662.4768069				173.2075			BiotreeDB									8345621.926	14206481.61	3628076.634	5332555.027	2913135.474	4310005.695	2916294.517	4034497.501	4296844.98	2978123.053	4097286.594	2378509.243	5026735.377	10576478.25	6062400.287	3934588.944	7252453.369	3901517.368	4671345.888
